PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Name,Cabin
493,0,1,male,55,0,0,1,30.5,S, Mr,C
494,0,1,male,71,0,0,1,49.5042,C, Mr,M
495,0,3,male,21,0,0,1,8.05,S, Mr,M
496,0,3,male,27,0,0,2,14.4583,C, Mr,M
497,1,1,female,54,1,0,2,78.2667,C, Miss,D
498,0,3,male,27,0,0,2,15.1,S, Mr,M
499,0,1,female,25,1,2,6,151.55,S, Mrs,C
500,0,3,male,24,0,0,1,7.7958,S, Mr,M
501,0,3,male,17,0,0,1,8.6625,S, Mr,M
502,0,3,female,21,0,0,1,7.75,Q, Miss,M
503,0,3,female,27,0,0,1,7.6292,Q, Miss,M
504,0,3,female,37,0,0,1,9.5875,S, Miss,M
505,1,1,female,16,0,0,3,86.5,S, Miss,B
506,0,1,male,18,1,0,3,108.9,C, Mr,C
507,1,2,female,33,0,2,3,26,S, Mrs,M
508,1,1,male,39,0,0,1,26.55,S, Mr,M
509,0,3,male,28,0,0,3,22.525,S, Mr,M
510,1,3,male,26,0,0,8,56.4958,S, Mr,M
511,1,3,male,29,0,0,1,7.75,Q, Mr,M
512,0,3,male,27,0,0,1,8.05,S, Mr,M
513,1,1,male,36,0,0,1,26.2875,S, Mr,E
514,1,1,female,54,1,0,2,59.4,C, Mrs,M
515,0,3,male,24,0,0,1,7.4958,S, Mr,M
516,0,1,male,47,0,0,1,34.0208,S, Mr,D
517,1,2,female,34,0,0,1,10.5,S, Mrs,F
518,0,3,male,27,0,0,3,24.15,Q, Mr,M
519,1,2,female,36,1,0,2,26,S, Mrs,M
520,0,3,male,32,0,0,1,7.8958,S, Mr,M
521,1,1,female,30,0,0,4,93.5,S, Miss,B
522,0,3,male,22,0,0,1,7.8958,S, Mr,M
523,0,3,male,27,0,0,1,7.225,C, Mr,M
524,1,1,female,44,0,1,2,57.9792,C, Mrs,B
525,0,3,male,27,0,0,1,7.2292,C, Mr,M
526,0,3,male,40.5,0,0,1,7.75,Q, Mr,M
527,1,2,female,50,0,0,1,10.5,S, Miss,M
528,0,1,male,39,0,0,4,221.7792,S, Mr,C
529,0,3,male,39,0,0,1,7.925,S, Mr,M
530,0,2,male,23,2,1,1,11.5,S, Mr,M
531,1,2,female,2,1,1,3,26,S, Miss,M
532,0,3,male,27,0,0,1,7.2292,C, Mr,M
533,0,3,male,17,1,1,1,7.2292,C, Mr,M
534,1,3,female,27,0,2,3,22.3583,C, Mrs,M
535,0,3,female,30,0,0,1,8.6625,S, Miss,M
536,1,2,female,7,0,2,3,26.25,S, Miss,M
537,0,1,male,45,0,0,1,26.55,S, Major,B
538,1,1,female,30,0,0,3,106.425,C, Miss,M
539,0,3,male,27,0,0,2,14.5,S, Mr,M
540,1,1,female,22,0,2,1,49.5,C, Miss,B
541,1,1,female,36,0,2,2,71,S, Miss,B
542,0,3,female,9,4,2,7,31.275,S, Miss,M
543,0,3,female,11,4,2,7,31.275,S, Miss,M
544,1,2,male,32,1,0,2,26,S, Mr,M
545,0,1,male,50,1,0,3,106.425,C, Mr,C
546,0,1,male,64,0,0,1,26,S, Mr,M
547,1,2,female,19,1,0,2,26,S, Mrs,M
548,1,2,male,31,0,0,1,13.8625,C, Mr,M
549,0,3,male,33,1,1,3,20.525,S, Mr,M
550,1,2,male,8,1,1,4,36.75,S, Master,M
551,1,1,male,17,0,2,4,110.8833,C, Mr,C
552,0,2,male,27,0,0,2,26,S, Mr,M
553,0,3,male,27,0,0,1,7.8292,Q, Mr,M
554,1,3,male,22,0,0,1,7.225,C, Mr,M
555,1,3,female,22,0,0,1,7.775,S, Miss,M
556,0,1,male,62,0,0,1,26.55,S, Mr,M
557,1,1,female,48,1,0,1,39.6,C, Lady,A
558,0,1,male,39,0,0,5,227.525,C, Mr,M
559,1,1,female,39,1,1,3,79.65,S, Mrs,E
560,1,3,female,36,1,0,2,17.4,S, Mrs,M
561,0,3,male,27,0,0,1,7.75,Q, Mr,M
562,0,3,male,40,0,0,1,7.8958,S, Mr,M
563,0,2,male,28,0,0,1,13.5,S, Mr,M
564,0,3,male,27,0,0,1,8.05,S, Mr,M
565,0,3,female,27,0,0,1,8.05,S, Miss,M
566,0,3,male,24,2,0,3,24.15,S, Mr,M
567,0,3,male,19,0,0,1,7.8958,S, Mr,M
568,0,3,female,29,0,4,5,21.075,S, Mrs,M
569,0,3,male,27,0,0,1,7.2292,C, Mr,M
570,1,3,male,32,0,0,1,7.8542,S, Mr,M
571,1,2,male,62,0,0,1,10.5,S, Mr,M
572,1,1,female,53,2,0,2,51.4792,S, Mrs,C
573,1,1,male,36,0,0,1,26.3875,S, Mr,E
574,1,3,female,27,0,0,1,7.75,Q, Miss,M
575,0,3,male,16,0,0,1,8.05,S, Mr,M
576,0,3,male,19,0,0,2,14.5,S, Mr,M
577,1,2,female,34,0,0,1,13,S, Miss,M
578,1,1,female,39,1,0,2,55.9,S, Mrs,E
579,0,3,female,24,1,0,2,14.4583,C, Mrs,M
580,1,3,male,32,0,0,1,7.925,S, Mr,M
581,1,2,female,25,1,1,2,30,S, Miss,M
582,1,1,female,39,1,1,4,110.8833,C, Mrs,C
583,0,2,male,54,0,0,2,26,S, Mr,M
584,0,1,male,36,0,0,1,40.125,C, Mr,A
585,0,3,male,27,0,0,1,8.7125,C, Mr,M
586,1,1,female,18,0,2,3,79.65,S, Miss,E
587,0,2,male,47,0,0,1,15,S, Mr,M
588,1,1,male,60,1,1,2,79.2,C, Mr,B
589,0,3,male,22,0,0,1,8.05,S, Mr,M
590,0,3,male,27,0,0,1,8.05,S, Mr,M
591,0,3,male,35,0,0,1,7.125,S, Mr,M
592,1,1,female,52,1,0,2,78.2667,C, Mrs,D
593,0,3,male,47,0,0,1,7.25,S, Mr,M
594,0,3,female,27,0,2,1,7.75,Q, Miss,M
595,0,2,male,37,1,0,2,26,S, Mr,M
596,0,3,male,36,1,1,3,24.15,S, Mr,M
597,1,2,female,31,0,0,3,33,S, Miss,M
598,0,3,male,49,0,0,4,0,S, Mr,M
599,0,3,male,27,0,0,1,7.225,C, Mr,M
600,1,1,male,49,1,0,2,56.9292,C, Sir,A
601,1,2,female,24,2,1,2,27,S, Mrs,M
602,0,3,male,27,0,0,1,7.8958,S, Mr,M
603,0,1,male,39,0,0,2,42.4,S, Mr,M
604,0,3,male,44,0,0,1,8.05,S, Mr,M
605,1,1,male,35,0,0,1,26.55,C, Mr,M
606,0,3,male,36,1,0,2,15.55,S, Mr,M
607,0,3,male,30,0,0,1,7.8958,S, Mr,M
608,1,1,male,27,0,0,1,30.5,S, Mr,M
609,1,2,female,22,1,2,4,41.5792,C, Mrs,M
610,1,1,female,40,0,0,3,153.4625,S, Miss,C
611,0,3,female,39,1,5,7,31.275,S, Mrs,M
612,0,3,male,27,0,0,1,7.05,S, Mr,M
613,1,3,female,24,1,0,2,15.5,Q, Miss,M
614,0,3,male,27,0,0,1,7.75,Q, Mr,M
615,0,3,male,35,0,0,1,8.05,S, Mr,M
616,1,2,female,24,1,2,5,65,S, Miss,M
617,0,3,male,34,1,1,3,14.4,S, Mr,M
618,0,3,female,26,1,0,2,16.1,S, Mrs,M
619,1,2,female,4,2,1,4,39,S, Miss,F
620,0,2,male,26,0,0,1,10.5,S, Mr,M
621,0,3,male,27,1,0,2,14.4542,C, Mr,M
622,1,1,male,42,1,0,2,52.5542,S, Mr,D
623,1,3,male,20,1,1,3,15.7417,C, Mr,M
624,0,3,male,21,0,0,1,7.8542,S, Mr,M
625,0,3,male,21,0,0,2,16.1,S, Mr,M
626,0,1,male,61,0,0,1,32.3208,S, Mr,D
627,0,2,male,57,0,0,1,12.35,Q, Rev,M
628,1,1,female,21,0,0,3,77.9583,S, Miss,D
629,0,3,male,26,0,0,1,7.8958,S, Mr,M
630,0,3,male,27,0,0,1,7.7333,Q, Mr,M
631,1,1,male,80,0,0,1,30,S, Mr,A
632,0,3,male,51,0,0,1,7.0542,S, Mr,M
633,1,1,male,32,0,0,1,30.5,C, Dr,B
634,0,1,male,39,0,0,1,0,S, Mr,M
635,0,3,female,9,3,2,6,27.9,S, Miss,M
636,1,2,female,28,0,0,1,13,S, Miss,M
637,0,3,male,32,0,0,1,7.925,S, Mr,M
638,0,2,male,31,1,1,3,26.25,S, Mr,M
639,0,3,female,41,0,5,7,39.6875,S, Mrs,M
640,0,3,male,24,1,0,2,16.1,S, Mr,M
641,0,3,male,20,0,0,1,7.8542,S, Mr,M
642,1,1,female,24,0,0,2,69.3,C, Mlle,B
643,0,3,female,2,3,2,6,27.9,S, Miss,M
644,1,3,male,27,0,0,8,56.4958,S, Mr,M
645,1,3,female,0.75,2,1,4,19.2583,C, Miss,M
646,1,1,male,48,1,0,3,76.7292,C, Mr,D
647,0,3,male,19,0,0,1,7.8958,S, Mr,M
648,1,1,male,56,0,0,1,35.5,C, Col,A
649,0,3,male,27,0,0,1,7.55,S, Mr,M
650,1,3,female,23,0,0,1,7.55,S, Miss,M
651,0,3,male,27,0,0,1,7.8958,S, Mr,M
652,1,2,female,18,0,1,2,23,S, Miss,M
653,0,3,male,21,0,0,1,8.4333,S, Mr,M
654,1,3,female,27,0,0,1,7.8292,Q, Miss,M
655,0,3,female,18,0,0,1,6.75,Q, Miss,M
656,0,2,male,24,2,0,7,73.5,S, Mr,M
657,0,3,male,27,0,0,1,7.8958,S, Mr,M
658,0,3,female,32,1,1,2,15.5,Q, Mrs,M
659,0,2,male,23,0,0,1,13,S, Mr,M
660,0,1,male,58,0,2,3,113.275,C, Mr,D
661,1,1,male,50,2,0,2,133.65,S, Dr,M
662,0,3,male,40,0,0,1,7.225,C, Mr,M
663,0,1,male,47,0,0,1,25.5875,S, Mr,E
664,0,3,male,36,0,0,1,7.4958,S, Mr,M
665,1,3,male,20,1,0,1,7.925,S, Mr,M
666,0,2,male,32,2,0,7,73.5,S, Mr,M
667,0,2,male,25,0,0,1,13,S, Mr,M
668,0,3,male,27,0,0,1,7.775,S, Mr,M
669,0,3,male,43,0,0,1,8.05,S, Mr,M
670,1,1,female,40,1,0,2,52,S, Mrs,C
671,1,2,female,40,1,1,3,39,S, Mrs,M
672,0,1,male,31,1,0,2,52,S, Mr,B
673,0,2,male,70,0,0,1,10.5,S, Mr,M
674,1,2,male,31,0,0,1,13,S, Mr,M
675,0,2,male,31,0,0,1,0,S, Mr,M
676,0,3,male,18,0,0,1,7.775,S, Mr,M
677,0,3,male,24.5,0,0,1,8.05,S, Mr,M
678,1,3,female,18,0,0,1,9.8417,S, Miss,M
679,0,3,female,43,1,6,8,46.9,S, Mrs,M
680,1,1,male,36,0,1,4,512.3292,C, Mr,B
681,0,3,female,27,0,0,1,8.1375,Q, Miss,M
682,1,1,male,27,0,0,3,76.7292,C, Mr,D
683,0,3,male,20,0,0,1,9.225,S, Mr,M
684,0,3,male,14,5,2,8,46.9,S, Mr,M
685,0,2,male,60,1,1,3,39,S, Mr,M
686,0,2,male,25,1,2,4,41.5792,C, Mr,M
687,0,3,male,14,4,1,7,39.6875,S, Mr,M
688,0,3,male,19,0,0,1,10.1708,S, Mr,M
689,0,3,male,18,0,0,1,7.7958,S, Mr,M
690,1,1,female,15,0,1,4,211.3375,S, Miss,B
691,1,1,male,31,1,0,2,57,S, Mr,B
692,1,3,female,4,0,1,2,13.4167,C, Miss,M
693,1,3,male,27,0,0,8,56.4958,S, Mr,M
694,0,3,male,25,0,0,1,7.225,C, Mr,M
695,0,1,male,60,0,0,1,26.55,S, Col,M
696,0,2,male,52,0,0,1,13.5,S, Mr,M
697,0,3,male,44,0,0,1,8.05,S, Mr,M
698,1,3,female,27,0,0,1,7.7333,Q, Miss,M
699,0,1,male,49,1,1,4,110.8833,C, Mr,C
700,0,3,male,42,0,0,1,7.65,S, Mr,F
701,1,1,female,18,1,0,5,227.525,C, Mrs,C
702,1,1,male,35,0,0,1,26.2875,S, Mr,E
703,0,3,female,18,0,1,2,14.4542,C, Miss,M
704,0,3,male,25,0,0,1,7.7417,Q, Mr,M
705,0,3,male,26,1,0,1,7.8542,S, Mr,M
706,0,2,male,39,0,0,2,26,S, Mr,M
707,1,2,female,45,0,0,1,13.5,S, Mrs,M
708,1,1,male,42,0,0,1,26.2875,S, Mr,E
709,1,1,female,22,0,0,6,151.55,S, Miss,M
710,1,3,male,24,1,1,3,15.2458,C, Master,M
711,1,1,female,24,0,0,1,49.5042,C, Mlle,C
712,0,1,male,39,0,0,1,26.55,S, Mr,C
713,1,1,male,48,1,0,2,52,S, Mr,C
714,0,3,male,29,0,0,1,9.4833,S, Mr,M
715,0,2,male,52,0,0,2,13,S, Mr,M
716,0,3,male,19,0,0,1,7.65,S, Mr,F
717,1,1,female,38,0,0,5,227.525,C, Miss,C
718,1,2,female,27,0,0,1,10.5,S, Miss,E
719,0,3,male,27,0,0,2,15.5,Q, Mr,M
720,0,3,male,33,0,0,1,7.775,S, Mr,M
721,1,2,female,6,0,1,3,33,S, Miss,M
722,0,3,male,17,1,0,1,7.0542,S, Mr,M
723,0,2,male,34,0,0,1,13,S, Mr,M
724,0,2,male,50,0,0,1,13,S, Mr,M
725,1,1,male,27,1,0,2,53.1,S, Mr,E
726,0,3,male,20,0,0,1,8.6625,S, Mr,M
727,1,2,female,30,3,0,2,21,S, Mrs,M
728,1,3,female,27,0,0,1,7.7375,Q, Miss,M
729,0,2,male,25,1,0,2,26,S, Mr,M
730,0,3,female,25,1,0,1,7.925,S, Miss,M
731,1,1,female,29,0,0,4,211.3375,S, Miss,B
732,0,3,male,11,0,0,2,18.7875,C, Mr,M
733,0,2,male,31,0,0,1,0,S, Mr,M
734,0,2,male,23,0,0,1,13,S, Mr,M
735,0,2,male,23,0,0,1,13,S, Mr,M
736,0,3,male,28.5,0,0,2,16.1,S, Mr,M
737,0,3,female,48,1,3,5,34.375,S, Mrs,M
738,1,1,male,35,0,0,4,512.3292,C, Mr,B
739,0,3,male,27,0,0,1,7.8958,S, Mr,M
740,0,3,male,27,0,0,1,7.8958,S, Mr,M
741,1,1,male,39,0,0,1,30,S, Mr,D
742,0,1,male,36,1,0,3,78.85,S, Mr,C
743,1,1,female,21,2,2,7,262.375,C, Miss,B
744,0,3,male,24,1,0,2,16.1,S, Mr,M
745,1,3,male,31,0,0,1,7.925,S, Mr,M
746,0,1,male,70,1,1,2,71,S, Capt,B
747,0,3,male,16,1,1,3,20.25,S, Mr,M
748,1,2,female,30,0,0,1,13,S, Miss,M
749,0,1,male,19,1,0,2,53.1,S, Mr,D
750,0,3,male,31,0,0,1,7.75,Q, Mr,M
751,1,2,female,4,1,1,3,23,S, Miss,M
752,1,3,male,6,0,1,2,12.475,S, Master,E
753,0,3,male,33,0,0,1,9.5,S, Mr,M
754,0,3,male,23,0,0,1,7.8958,S, Mr,M
755,1,2,female,48,1,2,5,65,S, Mrs,M
756,1,2,male,0.67,1,1,2,14.5,S, Master,M
757,0,3,male,28,0,0,1,7.7958,S, Mr,M
758,0,2,male,18,0,0,1,11.5,S, Mr,M
759,0,3,male,34,0,0,1,8.05,S, Mr,M
760,1,1,female,33,0,0,3,86.5,S, the Countess,B
761,0,3,male,27,0,0,2,14.5,S, Mr,M
762,0,3,male,41,0,0,1,7.125,S, Mr,M
763,1,3,male,20,0,0,1,7.2292,C, Mr,M
764,1,1,female,36,1,2,4,120,S, Mrs,B
765,0,3,male,16,0,0,1,7.775,S, Mr,M
766,1,1,female,51,1,0,3,77.9583,S, Mrs,D
767,0,1,male,39,0,0,1,39.6,C, Dr,M
768,0,3,female,30.5,0,0,1,7.75,Q, Miss,M
769,0,3,male,24,1,0,3,24.15,Q, Mr,M
770,0,3,male,32,0,0,1,8.3625,S, Mr,M
771,0,3,male,24,0,0,1,9.5,S, Mr,M
772,0,3,male,48,0,0,1,7.8542,S, Mr,M
773,0,2,female,57,0,0,2,10.5,S, Mrs,E
774,0,3,male,27,0,0,1,7.225,C, Mr,M
775,1,2,female,54,1,3,2,23,S, Mrs,M
776,0,3,male,18,0,0,1,7.75,S, Mr,M
777,0,3,male,27,0,0,1,7.75,Q, Mr,F
778,1,3,female,5,0,0,2,12.475,S, Miss,M
779,0,3,male,27,0,0,1,7.7375,Q, Mr,M
780,1,1,female,43,0,1,4,211.3375,S, Mrs,B
781,1,3,female,13,0,0,1,7.2292,C, Miss,M
782,1,1,female,17,1,0,2,57,S, Mrs,B
783,0,1,male,29,0,0,1,30,S, Mr,D
784,0,3,male,24,1,2,4,23.45,S, Mr,M
785,0,3,male,25,0,0,1,7.05,S, Mr,M
786,0,3,male,25,0,0,1,7.25,S, Mr,M
787,1,3,female,18,0,0,1,7.4958,S, Miss,M
788,0,3,male,8,4,1,6,29.125,Q, Master,M
789,1,3,male,1,1,2,4,20.575,S, Master,M
790,0,1,male,46,0,0,2,79.2,C, Mr,B
791,0,3,male,27,0,0,1,7.75,Q, Mr,M
792,0,2,male,16,0,0,2,26,S, Mr,M
793,0,3,female,15,8,2,11,69.55,S, Miss,M
794,0,1,male,39,0,0,1,30.6958,C, Mr,M
795,0,3,male,25,0,0,1,7.8958,S, Mr,M
796,0,2,male,39,0,0,1,13,S, Mr,M
797,1,1,female,49,0,0,1,25.9292,S, Dr,D
798,1,3,female,31,0,0,1,8.6833,S, Mrs,M
799,0,3,male,30,0,0,1,7.2292,C, Mr,M
800,0,3,female,30,1,1,3,24.15,S, Mrs,M
801,0,2,male,34,0,0,2,13,S, Mr,M
802,1,2,female,31,1,1,3,26.25,S, Mrs,M
803,1,1,male,11,1,2,4,120,S, Master,B
804,1,3,male,0.42,0,1,2,8.5167,C, Master,M
805,1,3,male,27,0,0,1,6.975,S, Mr,M
806,0,3,male,31,0,0,1,7.775,S, Mr,M
807,0,1,male,39,0,0,1,0,S, Mr,A
808,0,3,female,18,0,0,1,7.775,S, Miss,M
809,0,2,male,39,0,0,1,13,S, Mr,M
810,1,1,female,33,1,0,2,53.1,S, Mrs,E
811,0,3,male,26,0,0,1,7.8875,S, Mr,M
812,0,3,male,39,0,0,3,24.15,S, Mr,M
813,0,2,male,35,0,0,1,10.5,S, Mr,M
814,0,3,female,6,4,2,7,31.275,S, Miss,M
815,0,3,male,30.5,0,0,1,8.05,S, Mr,M
816,0,1,male,39,0,0,2,0,S, Mr,B
817,0,3,female,23,0,0,1,7.925,S, Miss,M
818,0,2,male,31,1,1,3,37.0042,C, Mr,M
819,0,3,male,43,0,0,1,6.45,S, Mr,M
820,0,3,male,10,3,2,6,27.9,S, Master,M
821,1,1,female,52,1,1,4,93.5,S, Mrs,B
822,1,3,male,27,0,0,1,8.6625,S, Mr,M
823,0,1,male,38,0,0,1,0,S, Jonkheer,M
824,1,3,female,27,0,1,2,12.475,S, Mrs,E
825,0,3,male,2,4,1,7,39.6875,S, Master,M
826,0,3,male,27,0,0,1,6.95,Q, Mr,M
827,0,3,male,27,0,0,8,56.4958,S, Mr,M
828,1,2,male,1,0,2,3,37.0042,C, Master,M
829,1,3,male,27,0,0,1,7.75,Q, Mr,M
830,1,1,female,62,0,0,2,80,S, Mrs,B
831,1,3,female,15,1,0,2,14.4542,C, Mrs,M
832,1,2,male,0.83,1,1,3,18.75,S, Master,M
833,0,3,male,27,0,0,1,7.2292,C, Mr,M
834,0,3,male,23,0,0,1,7.8542,S, Mr,M
835,0,3,male,18,0,0,1,8.3,S, Mr,M
836,1,1,female,39,1,1,3,83.1583,C, Miss,E
837,0,3,male,21,0,0,1,8.6625,S, Mr,M
838,0,3,male,27,0,0,1,8.05,S, Mr,M
839,1,3,male,32,0,0,8,56.4958,S, Mr,M
840,1,1,male,39,0,0,1,29.7,C, Mr,C
841,0,3,male,20,0,0,1,7.925,S, Mr,M
842,0,2,male,16,0,0,2,10.5,S, Mr,M
843,1,1,female,30,0,0,2,31,C, Miss,M
844,0,3,male,34.5,0,0,1,6.4375,C, Mr,M
845,0,3,male,17,0,0,1,8.6625,S, Mr,M
846,0,3,male,42,0,0,1,7.55,S, Mr,M
847,0,3,male,15,8,2,11,69.55,S, Mr,M
848,0,3,male,35,0,0,1,7.8958,C, Mr,M
849,0,2,male,28,0,1,3,33,S, Rev,M
850,1,1,female,40,1,0,2,89.1042,C, Mrs,C
851,0,3,male,4,4,2,7,31.275,S, Master,M
852,0,3,male,74,0,0,1,7.775,S, Mr,M
853,0,3,female,9,1,1,3,15.2458,C, Miss,M
854,1,1,female,16,0,1,2,39.4,S, Miss,D
855,0,2,female,44,1,0,2,26,S, Mrs,M
856,1,3,female,18,0,1,2,9.35,S, Mrs,M
857,1,1,female,45,1,1,4,164.8667,S, Mrs,M
858,1,1,male,51,0,0,1,26.55,S, Mr,E
859,1,3,female,24,0,3,4,19.2583,C, Mrs,M
860,0,3,male,27,0,0,1,7.2292,C, Mr,M
861,0,3,male,41,2,0,2,14.1083,S, Mr,M
862,0,2,male,21,1,0,1,11.5,S, Mr,M
863,1,1,female,48,0,0,1,25.9292,S, Mrs,D
864,0,3,female,15,8,2,11,69.55,S, Miss,M
865,0,2,male,24,0,0,1,13,S, Mr,M
866,1,2,female,42,0,0,1,13,S, Mrs,M
867,1,2,female,27,1,0,1,13.8583,C, Miss,M
868,0,1,male,31,0,0,1,50.4958,S, Mr,A
869,0,3,male,27,0,0,1,9.5,S, Mr,M
870,1,3,male,4,1,1,3,11.1333,S, Master,M
871,0,3,male,26,0,0,1,7.8958,S, Mr,M
872,1,1,female,47,1,1,2,52.5542,S, Mrs,D
873,0,1,male,33,0,0,1,5,S, Mr,B
874,0,3,male,47,0,0,1,9,S, Mr,M
875,1,2,female,28,1,0,2,24,C, Mrs,M
876,1,3,female,15,0,0,1,7.225,C, Miss,M
877,0,3,male,20,0,0,2,9.8458,S, Mr,M
878,0,3,male,19,0,0,1,7.8958,S, Mr,M
879,0,3,male,27,0,0,1,7.8958,S, Mr,M
880,1,1,female,56,0,1,3,83.1583,C, Mrs,C
881,1,2,female,25,0,1,2,26,S, Mrs,M
882,0,3,male,33,0,0,1,7.8958,S, Mr,M
883,0,3,female,22,0,0,1,10.5167,S, Miss,M
884,0,2,male,28,0,0,1,10.5,S, Mr,M
885,0,3,male,25,0,0,1,7.05,S, Mr,M
886,0,3,female,39,0,5,6,29.125,Q, Mrs,M
887,0,2,male,27,0,0,1,13,S, Rev,M
888,1,1,female,19,0,0,1,30,S, Miss,B
889,0,3,female,24,1,2,4,23.45,S, Miss,M
890,1,1,male,26,0,0,1,30,C, Mr,C
891,0,3,male,32,0,0,1,7.75,Q, Mr,M
892,,3,male,34.5,0,0,1,7.8292,Q, Mr,M
893,,3,female,47,1,0,1,7,S, Mrs,M
894,,2,male,62,0,0,1,9.6875,Q, Mr,M
895,,3,male,27,0,0,1,8.6625,S, Mr,M
896,,3,female,22,1,1,2,12.2875,S, Mrs,M
897,,3,male,14,0,0,1,9.225,S, Mr,M
898,,3,female,30,0,0,1,7.6292,Q, Miss,M
899,,2,male,26,1,1,3,29,S, Mr,M
900,,3,female,18,0,0,1,7.2292,C, Mrs,M
901,,3,male,21,2,0,3,24.15,S, Mr,M
902,,3,male,27,0,0,1,7.8958,S, Mr,M
903,,1,male,46,0,0,1,26,S, Mr,M
904,,1,female,23,1,0,2,82.2667,S, Mrs,B
905,,2,male,63,1,0,2,26,S, Mr,M
906,,1,female,47,1,0,2,61.175,S, Mrs,E
907,,2,female,24,1,0,2,27.7208,C, Mrs,M
908,,2,male,35,0,0,1,12.35,Q, Mr,M
909,,3,male,21,0,0,1,7.225,C, Mr,M
910,,3,female,27,1,0,1,7.925,S, Miss,M
911,,3,female,45,0,0,1,7.225,C, Mrs,M
912,,1,male,55,1,0,2,59.4,C, Mr,M
913,,3,male,9,0,1,1,3.1708,S, Master,M
914,,1,female,39,0,0,1,31.6833,S, Mrs,M
915,,1,male,21,0,1,2,61.3792,C, Mr,M
916,,1,female,48,1,3,7,262.375,C, Mrs,B
917,,3,male,50,1,0,2,14.5,S, Mr,M
918,,1,female,22,0,1,2,61.9792,C, Miss,B
919,,3,male,22.5,0,0,1,7.225,C, Mr,M
920,,1,male,41,0,0,1,30.5,S, Mr,A
921,,3,male,19,2,0,3,21.6792,C, Mr,M
922,,2,male,50,1,0,2,26,S, Mr,M
923,,2,male,24,2,0,3,31.5,S, Mr,M
924,,3,female,33,1,2,4,20.575,S, Mrs,M
925,,3,female,24,1,2,4,23.45,S, Mrs,M
926,,1,male,30,1,0,2,57.75,C, Mr,C
927,,3,male,18.5,0,0,1,7.2292,C, Mr,M
928,,3,female,27,0,0,1,8.05,S, Miss,M
929,,3,female,21,0,0,1,8.6625,S, Miss,M
930,,3,male,25,0,0,1,9.5,S, Mr,M
931,,3,male,27,0,0,8,56.4958,S, Mr,M
932,,3,male,39,0,1,2,13.4167,C, Mr,M
933,,1,male,39,0,0,1,26.55,S, Mr,D
934,,3,male,41,0,0,1,7.85,S, Mr,M
935,,2,female,30,0,0,1,13,S, Mrs,M
936,,1,female,45,1,0,2,52.5542,S, Mrs,D
937,,3,male,25,0,0,1,7.925,S, Mr,M
938,,1,male,45,0,0,1,29.7,C, Mr,A
939,,3,male,27,0,0,1,7.75,Q, Mr,M
940,,1,female,60,0,0,2,76.2917,C, Mrs,D
941,,3,female,36,0,2,3,15.9,S, Mrs,M
942,,1,male,24,1,0,2,60,S, Mr,C
943,,2,male,27,0,0,1,15.0333,C, Mr,M
944,,2,female,20,2,1,2,23,S, Miss,M
945,,1,female,28,3,2,6,263,S, Miss,C
946,,2,male,31,0,0,1,15.5792,C, Mr,M
947,,3,male,10,4,1,6,29.125,Q, Master,M
948,,3,male,35,0,0,1,7.8958,S, Mr,M
949,,3,male,25,0,0,1,7.65,S, Mr,F
950,,3,male,24,1,0,2,16.1,S, Mr,M
951,,1,female,36,0,0,7,262.375,C, Miss,B
952,,3,male,17,0,0,1,7.8958,S, Mr,M
953,,2,male,32,0,0,1,13.5,S, Mr,M
954,,3,male,18,0,0,1,7.75,S, Mr,M
955,,3,female,22,0,0,1,7.725,Q, Miss,M
956,,1,male,13,2,2,7,262.375,C, Master,B
957,,2,female,31,0,0,2,21,S, Mrs,M
958,,3,female,18,0,0,1,7.8792,Q, Miss,M
959,,1,male,47,0,0,2,42.4,S, Mr,M
960,,1,male,31,0,0,1,28.5375,C, Mr,C
961,,1,female,60,1,4,6,263,S, Mrs,C
962,,3,female,24,0,0,1,7.75,Q, Miss,M
963,,3,male,21,0,0,1,7.8958,S, Mr,M
964,,3,female,29,0,0,1,7.925,S, Miss,M
965,,1,male,28.5,0,0,1,27.7208,C, Mr,D
966,,1,female,35,0,0,5,211.5,C, Miss,C
967,,1,male,32.5,0,0,5,211.5,C, Mr,C
968,,3,male,27,0,0,1,8.05,S, Mr,M
969,,1,female,55,2,0,1,25.7,S, Mrs,C
970,,2,male,30,0,0,1,13,S, Mr,M
971,,3,female,24,0,0,1,7.75,Q, Miss,M
972,,3,male,6,1,1,3,15.2458,C, Master,M
973,,1,male,67,1,0,4,221.7792,S, Mr,C
974,,1,male,49,0,0,1,26,S, Mr,M
975,,3,male,27,0,0,1,7.8958,S, Mr,M
976,,2,male,31,0,0,1,10.7083,Q, Mr,M
977,,3,male,24,1,0,2,14.4542,C, Mr,M
978,,3,female,27,0,0,1,7.8792,Q, Miss,M
979,,3,female,18,0,0,1,8.05,S, Miss,M
980,,3,female,27,0,0,1,7.75,Q, Ms,M
981,,2,male,2,1,1,3,23,S, Master,M
982,,3,female,22,1,0,2,13.9,S, Mrs,M
983,,3,male,27,0,0,1,7.775,S, Mr,M
984,,1,female,27,1,2,2,52,S, Mrs,B
985,,3,male,27,0,0,1,8.05,S, Mr,M
986,,1,male,25,0,0,1,26,C, Mr,M
987,,3,male,25,0,0,1,7.7958,S, Mr,M
988,,1,female,76,1,0,3,78.85,S, Mrs,C
