PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Name,Cabin,Ticket
507,1,2,female,33,0,2,26,S, Mrs,,3
508,1,1,male,39,0,0,26.55,S, Mr,,1
509,0,3,male,28,0,0,22.525,S, Mr,,3
510,1,3,male,26,0,0,56.4958,S, Mr,,8
511,1,3,male,29,0,0,7.75,Q, Mr,,1
512,0,3,male,27,0,0,8.05,S, Mr,,1
513,1,1,male,36,0,0,26.2875,S, Mr,E,1
514,1,1,female,54,1,0,59.4,C, Mrs,,2
515,0,3,male,24,0,0,7.4958,S, Mr,,1
516,0,1,male,47,0,0,34.0208,S, Mr,D,1
517,1,2,female,34,0,0,10.5,S, Mrs,F,1
518,0,3,male,27,0,0,24.15,Q, Mr,,3
519,1,2,female,36,1,0,26,S, Mrs,,2
520,0,3,male,32,0,0,7.8958,S, Mr,,1
521,1,1,female,30,0,0,93.5,S, Miss,B,4
522,0,3,male,22,0,0,7.8958,S, Mr,,1
523,0,3,male,27,0,0,7.225,C, Mr,,1
524,1,1,female,44,0,1,57.9792,C, Mrs,B,2
525,0,3,male,27,0,0,7.2292,C, Mr,,1
526,0,3,male,40.5,0,0,7.75,Q, Mr,,1
527,1,2,female,50,0,0,10.5,S, Miss,,1
528,0,1,male,39,0,0,221.7792,S, Mr,C,4
529,0,3,male,39,0,0,7.925,S, Mr,,1
530,0,2,male,23,2,1,11.5,S, Mr,,1
531,1,2,female,2,1,1,26,S, Miss,,3
532,0,3,male,27,0,0,7.2292,C, Mr,,1
533,0,3,male,17,1,1,7.2292,C, Mr,,1
534,1,3,female,27,0,2,22.3583,C, Mrs,,3
535,0,3,female,30,0,0,8.6625,S, Miss,,1
536,1,2,female,7,0,2,26.25,S, Miss,,3
537,0,1,male,45,0,0,26.55,S, Major,B,1
538,1,1,female,30,0,0,106.425,C, Miss,,3
539,0,3,male,27,0,0,14.5,S, Mr,,2
540,1,1,female,22,0,2,49.5,C, Miss,B,1
541,1,1,female,36,0,2,71,S, Miss,B,2
542,0,3,female,9,4,2,31.275,S, Miss,,7
543,0,3,female,11,4,2,31.275,S, Miss,,7
544,1,2,male,32,1,0,26,S, Mr,,2
545,0,1,male,50,1,0,106.425,C, Mr,C,3
546,0,1,male,64,0,0,26,S, Mr,,1
547,1,2,female,19,1,0,26,S, Mrs,,2
548,1,2,male,31,0,0,13.8625,C, Mr,,1
549,0,3,male,33,1,1,20.525,S, Mr,,3
550,1,2,male,8,1,1,36.75,S, Master,,4
551,1,1,male,17,0,2,110.8833,C, Mr,C,4
552,0,2,male,27,0,0,26,S, Mr,,2
553,0,3,male,27,0,0,7.8292,Q, Mr,,1
554,1,3,male,22,0,0,7.225,C, Mr,,1
555,1,3,female,22,0,0,7.775,S, Miss,,1
556,0,1,male,62,0,0,26.55,S, Mr,,1
557,1,1,female,48,1,0,39.6,C, Lady,A,1
558,0,1,male,39,0,0,227.525,C, Mr,,5
559,1,1,female,39,1,1,79.65,S, Mrs,E,3
560,1,3,female,36,1,0,17.4,S, Mrs,,2
561,0,3,male,27,0,0,7.75,Q, Mr,,1
562,0,3,male,40,0,0,7.8958,S, Mr,,1
563,0,2,male,28,0,0,13.5,S, Mr,,1
564,0,3,male,27,0,0,8.05,S, Mr,,1
565,0,3,female,27,0,0,8.05,S, Miss,,1
566,0,3,male,24,2,0,24.15,S, Mr,,3
567,0,3,male,19,0,0,7.8958,S, Mr,,1
568,0,3,female,29,0,4,21.075,S, Mrs,,5
569,0,3,male,27,0,0,7.2292,C, Mr,,1
570,1,3,male,32,0,0,7.8542,S, Mr,,1
571,1,2,male,62,0,0,10.5,S, Mr,,1
572,1,1,female,53,2,0,51.4792,S, Mrs,C,2
573,1,1,male,36,0,0,26.3875,S, Mr,E,1
574,1,3,female,27,0,0,7.75,Q, Miss,,1
575,0,3,male,16,0,0,8.05,S, Mr,,1
576,0,3,male,19,0,0,14.5,S, Mr,,2
577,1,2,female,34,0,0,13,S, Miss,,1
578,1,1,female,39,1,0,55.9,S, Mrs,E,2
579,0,3,female,24,1,0,14.4583,C, Mrs,,2
580,1,3,male,32,0,0,7.925,S, Mr,,1
581,1,2,female,25,1,1,30,S, Miss,,2
582,1,1,female,39,1,1,110.8833,C, Mrs,C,4
583,0,2,male,54,0,0,26,S, Mr,,2
584,0,1,male,36,0,0,40.125,C, Mr,A,1
585,0,3,male,27,0,0,8.7125,C, Mr,,1
586,1,1,female,18,0,2,79.65,S, Miss,E,3
587,0,2,male,47,0,0,15,S, Mr,,1
588,1,1,male,60,1,1,79.2,C, Mr,B,2
589,0,3,male,22,0,0,8.05,S, Mr,,1
590,0,3,male,27,0,0,8.05,S, Mr,,1
591,0,3,male,35,0,0,7.125,S, Mr,,1
592,1,1,female,52,1,0,78.2667,C, Mrs,D,2
593,0,3,male,47,0,0,7.25,S, Mr,,1
594,0,3,female,27,0,2,7.75,Q, Miss,,1
595,0,2,male,37,1,0,26,S, Mr,,2
596,0,3,male,36,1,1,24.15,S, Mr,,3
597,1,2,female,31,0,0,33,S, Miss,,3
598,0,3,male,49,0,0,0,S, Mr,,4
599,0,3,male,27,0,0,7.225,C, Mr,,1
600,1,1,male,49,1,0,56.9292,C, Sir,A,2
601,1,2,female,24,2,1,27,S, Mrs,,2
602,0,3,male,27,0,0,7.8958,S, Mr,,1
603,0,1,male,39,0,0,42.4,S, Mr,,2
604,0,3,male,44,0,0,8.05,S, Mr,,1
605,1,1,male,35,0,0,26.55,C, Mr,,1
606,0,3,male,36,1,0,15.55,S, Mr,,2
607,0,3,male,30,0,0,7.8958,S, Mr,,1
608,1,1,male,27,0,0,30.5,S, Mr,,1
609,1,2,female,22,1,2,41.5792,C, Mrs,,4
610,1,1,female,40,0,0,153.4625,S, Miss,C,3
611,0,3,female,39,1,5,31.275,S, Mrs,,7
612,0,3,male,27,0,0,7.05,S, Mr,,1
613,1,3,female,24,1,0,15.5,Q, Miss,,2
614,0,3,male,27,0,0,7.75,Q, Mr,,1
615,0,3,male,35,0,0,8.05,S, Mr,,1
616,1,2,female,24,1,2,65,S, Miss,,5
617,0,3,male,34,1,1,14.4,S, Mr,,3
618,0,3,female,26,1,0,16.1,S, Mrs,,2
619,1,2,female,4,2,1,39,S, Miss,F,4
620,0,2,male,26,0,0,10.5,S, Mr,,1
621,0,3,male,27,1,0,14.4542,C, Mr,,2
622,1,1,male,42,1,0,52.5542,S, Mr,D,2
623,1,3,male,20,1,1,15.7417,C, Mr,,3
624,0,3,male,21,0,0,7.8542,S, Mr,,1
625,0,3,male,21,0,0,16.1,S, Mr,,2
626,0,1,male,61,0,0,32.3208,S, Mr,D,1
627,0,2,male,57,0,0,12.35,Q, Rev,,1
628,1,1,female,21,0,0,77.9583,S, Miss,D,3
629,0,3,male,26,0,0,7.8958,S, Mr,,1
630,0,3,male,27,0,0,7.7333,Q, Mr,,1
631,1,1,male,80,0,0,30,S, Mr,A,1
632,0,3,male,51,0,0,7.0542,S, Mr,,1
633,1,1,male,32,0,0,30.5,C, Dr,B,1
634,0,1,male,39,0,0,0,S, Mr,,1
635,0,3,female,9,3,2,27.9,S, Miss,,6
636,1,2,female,28,0,0,13,S, Miss,,1
637,0,3,male,32,0,0,7.925,S, Mr,,1
638,0,2,male,31,1,1,26.25,S, Mr,,3
639,0,3,female,41,0,5,39.6875,S, Mrs,,7
640,0,3,male,24,1,0,16.1,S, Mr,,2
641,0,3,male,20,0,0,7.8542,S, Mr,,1
642,1,1,female,24,0,0,69.3,C, Mlle,B,2
643,0,3,female,2,3,2,27.9,S, Miss,,6
644,1,3,male,27,0,0,56.4958,S, Mr,,8
645,1,3,female,0.75,2,1,19.2583,C, Miss,,4
646,1,1,male,48,1,0,76.7292,C, Mr,D,3
647,0,3,male,19,0,0,7.8958,S, Mr,,1
648,1,1,male,56,0,0,35.5,C, Col,A,1
649,0,3,male,27,0,0,7.55,S, Mr,,1
650,1,3,female,23,0,0,7.55,S, Miss,,1
651,0,3,male,27,0,0,7.8958,S, Mr,,1
652,1,2,female,18,0,1,23,S, Miss,,2
653,0,3,male,21,0,0,8.4333,S, Mr,,1
654,1,3,female,27,0,0,7.8292,Q, Miss,,1
655,0,3,female,18,0,0,6.75,Q, Miss,,1
656,0,2,male,24,2,0,73.5,S, Mr,,7
657,0,3,male,27,0,0,7.8958,S, Mr,,1
658,0,3,female,32,1,1,15.5,Q, Mrs,,2
659,0,2,male,23,0,0,13,S, Mr,,1
660,0,1,male,58,0,2,113.275,C, Mr,D,3
661,1,1,male,50,2,0,133.65,S, Dr,,2
662,0,3,male,40,0,0,7.225,C, Mr,,1
663,0,1,male,47,0,0,25.5875,S, Mr,E,1
664,0,3,male,36,0,0,7.4958,S, Mr,,1
665,1,3,male,20,1,0,7.925,S, Mr,,1
666,0,2,male,32,2,0,73.5,S, Mr,,7
667,0,2,male,25,0,0,13,S, Mr,,1
668,0,3,male,27,0,0,7.775,S, Mr,,1
669,0,3,male,43,0,0,8.05,S, Mr,,1
670,1,1,female,40,1,0,52,S, Mrs,C,2
671,1,2,female,40,1,1,39,S, Mrs,,3
672,0,1,male,31,1,0,52,S, Mr,B,2
673,0,2,male,70,0,0,10.5,S, Mr,,1
674,1,2,male,31,0,0,13,S, Mr,,1
675,0,2,male,31,0,0,0,S, Mr,,1
676,0,3,male,18,0,0,7.775,S, Mr,,1
677,0,3,male,24.5,0,0,8.05,S, Mr,,1
678,1,3,female,18,0,0,9.8417,S, Miss,,1
679,0,3,female,43,1,6,46.9,S, Mrs,,8
680,1,1,male,36,0,1,512.3292,C, Mr,B,4
681,0,3,female,27,0,0,8.1375,Q, Miss,,1
682,1,1,male,27,0,0,76.7292,C, Mr,D,3
683,0,3,male,20,0,0,9.225,S, Mr,,1
684,0,3,male,14,5,2,46.9,S, Mr,,8
685,0,2,male,60,1,1,39,S, Mr,,3
686,0,2,male,25,1,2,41.5792,C, Mr,,4
687,0,3,male,14,4,1,39.6875,S, Mr,,7
688,0,3,male,19,0,0,10.1708,S, Mr,,1
689,0,3,male,18,0,0,7.7958,S, Mr,,1
690,1,1,female,15,0,1,211.3375,S, Miss,B,4
691,1,1,male,31,1,0,57,S, Mr,B,2
692,1,3,female,4,0,1,13.4167,C, Miss,,2
693,1,3,male,27,0,0,56.4958,S, Mr,,8
694,0,3,male,25,0,0,7.225,C, Mr,,1
695,0,1,male,60,0,0,26.55,S, Col,,1
696,0,2,male,52,0,0,13.5,S, Mr,,1
697,0,3,male,44,0,0,8.05,S, Mr,,1
698,1,3,female,27,0,0,7.7333,Q, Miss,,1
699,0,1,male,49,1,1,110.8833,C, Mr,C,4
700,0,3,male,42,0,0,7.65,S, Mr,F,1
701,1,1,female,18,1,0,227.525,C, Mrs,C,5
702,1,1,male,35,0,0,26.2875,S, Mr,E,1
703,0,3,female,18,0,1,14.4542,C, Miss,,2
704,0,3,male,25,0,0,7.7417,Q, Mr,,1
705,0,3,male,26,1,0,7.8542,S, Mr,,1
706,0,2,male,39,0,0,26,S, Mr,,2
707,1,2,female,45,0,0,13.5,S, Mrs,,1
708,1,1,male,42,0,0,26.2875,S, Mr,E,1
709,1,1,female,22,0,0,151.55,S, Miss,,6
710,1,3,male,24,1,1,15.2458,C, Master,,3
711,1,1,female,24,0,0,49.5042,C, Mlle,C,1
712,0,1,male,39,0,0,26.55,S, Mr,C,1
713,1,1,male,48,1,0,52,S, Mr,C,2
714,0,3,male,29,0,0,9.4833,S, Mr,,1
715,0,2,male,52,0,0,13,S, Mr,,2
716,0,3,male,19,0,0,7.65,S, Mr,F,1
717,1,1,female,38,0,0,227.525,C, Miss,C,5
718,1,2,female,27,0,0,10.5,S, Miss,E,1
719,0,3,male,27,0,0,15.5,Q, Mr,,2
720,0,3,male,33,0,0,7.775,S, Mr,,1
721,1,2,female,6,0,1,33,S, Miss,,3
722,0,3,male,17,1,0,7.0542,S, Mr,,1
723,0,2,male,34,0,0,13,S, Mr,,1
724,0,2,male,50,0,0,13,S, Mr,,1
725,1,1,male,27,1,0,53.1,S, Mr,E,2
726,0,3,male,20,0,0,8.6625,S, Mr,,1
727,1,2,female,30,3,0,21,S, Mrs,,2
728,1,3,female,27,0,0,7.7375,Q, Miss,,1
729,0,2,male,25,1,0,26,S, Mr,,2
730,0,3,female,25,1,0,7.925,S, Miss,,1
731,1,1,female,29,0,0,211.3375,S, Miss,B,4
732,0,3,male,11,0,0,18.7875,C, Mr,,2
733,0,2,male,31,0,0,0,S, Mr,,1
734,0,2,male,23,0,0,13,S, Mr,,1
735,0,2,male,23,0,0,13,S, Mr,,1
736,0,3,male,28.5,0,0,16.1,S, Mr,,2
737,0,3,female,48,1,3,34.375,S, Mrs,,5
738,1,1,male,35,0,0,512.3292,C, Mr,B,4
739,0,3,male,27,0,0,7.8958,S, Mr,,1
740,0,3,male,27,0,0,7.8958,S, Mr,,1
741,1,1,male,39,0,0,30,S, Mr,D,1
742,0,1,male,36,1,0,78.85,S, Mr,C,3
743,1,1,female,21,2,2,262.375,C, Miss,B,7
744,0,3,male,24,1,0,16.1,S, Mr,,2
745,1,3,male,31,0,0,7.925,S, Mr,,1
746,0,1,male,70,1,1,71,S, Capt,B,2
747,0,3,male,16,1,1,20.25,S, Mr,,3
748,1,2,female,30,0,0,13,S, Miss,,1
749,0,1,male,19,1,0,53.1,S, Mr,D,2
750,0,3,male,31,0,0,7.75,Q, Mr,,1
751,1,2,female,4,1,1,23,S, Miss,,3
752,1,3,male,6,0,1,12.475,S, Master,E,2
753,0,3,male,33,0,0,9.5,S, Mr,,1
754,0,3,male,23,0,0,7.8958,S, Mr,,1
755,1,2,female,48,1,2,65,S, Mrs,,5
756,1,2,male,0.67,1,1,14.5,S, Master,,2
757,0,3,male,28,0,0,7.7958,S, Mr,,1
758,0,2,male,18,0,0,11.5,S, Mr,,1
759,0,3,male,34,0,0,8.05,S, Mr,,1
760,1,1,female,33,0,0,86.5,S, the Countess,B,3
761,0,3,male,27,0,0,14.5,S, Mr,,2
762,0,3,male,41,0,0,7.125,S, Mr,,1
763,1,3,male,20,0,0,7.2292,C, Mr,,1
764,1,1,female,36,1,2,120,S, Mrs,B,4
765,0,3,male,16,0,0,7.775,S, Mr,,1
766,1,1,female,51,1,0,77.9583,S, Mrs,D,3
767,0,1,male,39,0,0,39.6,C, Dr,,1
768,0,3,female,30.5,0,0,7.75,Q, Miss,,1
769,0,3,male,24,1,0,24.15,Q, Mr,,3
770,0,3,male,32,0,0,8.3625,S, Mr,,1
771,0,3,male,24,0,0,9.5,S, Mr,,1
772,0,3,male,48,0,0,7.8542,S, Mr,,1
773,0,2,female,57,0,0,10.5,S, Mrs,E,2
774,0,3,male,27,0,0,7.225,C, Mr,,1
775,1,2,female,54,1,3,23,S, Mrs,,2
776,0,3,male,18,0,0,7.75,S, Mr,,1
777,0,3,male,27,0,0,7.75,Q, Mr,F,1
778,1,3,female,5,0,0,12.475,S, Miss,,2
779,0,3,male,27,0,0,7.7375,Q, Mr,,1
780,1,1,female,43,0,1,211.3375,S, Mrs,B,4
781,1,3,female,13,0,0,7.2292,C, Miss,,1
782,1,1,female,17,1,0,57,S, Mrs,B,2
783,0,1,male,29,0,0,30,S, Mr,D,1
784,0,3,male,24,1,2,23.45,S, Mr,,4
785,0,3,male,25,0,0,7.05,S, Mr,,1
786,0,3,male,25,0,0,7.25,S, Mr,,1
787,1,3,female,18,0,0,7.4958,S, Miss,,1
788,0,3,male,8,4,1,29.125,Q, Master,,6
789,1,3,male,1,1,2,20.575,S, Master,,4
790,0,1,male,46,0,0,79.2,C, Mr,B,2
791,0,3,male,27,0,0,7.75,Q, Mr,,1
792,0,2,male,16,0,0,26,S, Mr,,2
793,0,3,female,15,8,2,69.55,S, Miss,,11
794,0,1,male,39,0,0,30.6958,C, Mr,,1
795,0,3,male,25,0,0,7.8958,S, Mr,,1
796,0,2,male,39,0,0,13,S, Mr,,1
797,1,1,female,49,0,0,25.9292,S, Dr,D,1
798,1,3,female,31,0,0,8.6833,S, Mrs,,1
799,0,3,male,30,0,0,7.2292,C, Mr,,1
800,0,3,female,30,1,1,24.15,S, Mrs,,3
801,0,2,male,34,0,0,13,S, Mr,,2
802,1,2,female,31,1,1,26.25,S, Mrs,,3
803,1,1,male,11,1,2,120,S, Master,B,4
804,1,3,male,0.42,0,1,8.5167,C, Master,,2
805,1,3,male,27,0,0,6.975,S, Mr,,1
806,0,3,male,31,0,0,7.775,S, Mr,,1
807,0,1,male,39,0,0,0,S, Mr,A,1
808,0,3,female,18,0,0,7.775,S, Miss,,1
809,0,2,male,39,0,0,13,S, Mr,,1
810,1,1,female,33,1,0,53.1,S, Mrs,E,2
811,0,3,male,26,0,0,7.8875,S, Mr,,1
812,0,3,male,39,0,0,24.15,S, Mr,,3
813,0,2,male,35,0,0,10.5,S, Mr,,1
814,0,3,female,6,4,2,31.275,S, Miss,,7
815,0,3,male,30.5,0,0,8.05,S, Mr,,1
816,0,1,male,39,0,0,0,S, Mr,B,2
817,0,3,female,23,0,0,7.925,S, Miss,,1
818,0,2,male,31,1,1,37.0042,C, Mr,,3
819,0,3,male,43,0,0,6.45,S, Mr,,1
820,0,3,male,10,3,2,27.9,S, Master,,6
821,1,1,female,52,1,1,93.5,S, Mrs,B,4
822,1,3,male,27,0,0,8.6625,S, Mr,,1
823,0,1,male,38,0,0,0,S, Jonkheer,,1
824,1,3,female,27,0,1,12.475,S, Mrs,E,2
825,0,3,male,2,4,1,39.6875,S, Master,,7
826,0,3,male,27,0,0,6.95,Q, Mr,,1
827,0,3,male,27,0,0,56.4958,S, Mr,,8
828,1,2,male,1,0,2,37.0042,C, Master,,3
829,1,3,male,27,0,0,7.75,Q, Mr,,1
830,1,1,female,62,0,0,80,, Mrs,B,2
831,1,3,female,15,1,0,14.4542,C, Mrs,,2
832,1,2,male,0.83,1,1,18.75,S, Master,,3
833,0,3,male,27,0,0,7.2292,C, Mr,,1
834,0,3,male,23,0,0,7.8542,S, Mr,,1
835,0,3,male,18,0,0,8.3,S, Mr,,1
836,1,1,female,39,1,1,83.1583,C, Miss,E,3
837,0,3,male,21,0,0,8.6625,S, Mr,,1
838,0,3,male,27,0,0,8.05,S, Mr,,1
839,1,3,male,32,0,0,56.4958,S, Mr,,8
840,1,1,male,39,0,0,29.7,C, Mr,C,1
841,0,3,male,20,0,0,7.925,S, Mr,,1
842,0,2,male,16,0,0,10.5,S, Mr,,2
843,1,1,female,30,0,0,31,C, Miss,,2
844,0,3,male,34.5,0,0,6.4375,C, Mr,,1
845,0,3,male,17,0,0,8.6625,S, Mr,,1
846,0,3,male,42,0,0,7.55,S, Mr,,1
847,0,3,male,15,8,2,69.55,S, Mr,,11
848,0,3,male,35,0,0,7.8958,C, Mr,,1
849,0,2,male,28,0,1,33,S, Rev,,3
850,1,1,female,40,1,0,89.1042,C, Mrs,C,2
851,0,3,male,4,4,2,31.275,S, Master,,7
852,0,3,male,74,0,0,7.775,S, Mr,,1
853,0,3,female,9,1,1,15.2458,C, Miss,,3
854,1,1,female,16,0,1,39.4,S, Miss,D,2
855,0,2,female,44,1,0,26,S, Mrs,,2
856,1,3,female,18,0,1,9.35,S, Mrs,,2
857,1,1,female,45,1,1,164.8667,S, Mrs,,4
858,1,1,male,51,0,0,26.55,S, Mr,E,1
859,1,3,female,24,0,3,19.2583,C, Mrs,,4
860,0,3,male,27,0,0,7.2292,C, Mr,,1
861,0,3,male,41,2,0,14.1083,S, Mr,,2
862,0,2,male,21,1,0,11.5,S, Mr,,1
863,1,1,female,48,0,0,25.9292,S, Mrs,D,1
864,0,3,female,15,8,2,69.55,S, Miss,,11
865,0,2,male,24,0,0,13,S, Mr,,1
866,1,2,female,42,0,0,13,S, Mrs,,1
867,1,2,female,27,1,0,13.8583,C, Miss,,1
868,0,1,male,31,0,0,50.4958,S, Mr,A,1
869,0,3,male,27,0,0,9.5,S, Mr,,1
870,1,3,male,4,1,1,11.1333,S, Master,,3
871,0,3,male,26,0,0,7.8958,S, Mr,,1
872,1,1,female,47,1,1,52.5542,S, Mrs,D,2
873,0,1,male,33,0,0,5,S, Mr,B,1
874,0,3,male,47,0,0,9,S, Mr,,1
875,1,2,female,28,1,0,24,C, Mrs,,2
876,1,3,female,15,0,0,7.225,C, Miss,,1
877,0,3,male,20,0,0,9.8458,S, Mr,,2
878,0,3,male,19,0,0,7.8958,S, Mr,,1
879,0,3,male,27,0,0,7.8958,S, Mr,,1
880,1,1,female,56,0,1,83.1583,C, Mrs,C,3
881,1,2,female,25,0,1,26,S, Mrs,,2
882,0,3,male,33,0,0,7.8958,S, Mr,,1
883,0,3,female,22,0,0,10.5167,S, Miss,,1
884,0,2,male,28,0,0,10.5,S, Mr,,1
885,0,3,male,25,0,0,7.05,S, Mr,,1
886,0,3,female,39,0,5,29.125,Q, Mrs,,6
887,0,2,male,27,0,0,13,S, Rev,,1
888,1,1,female,19,0,0,30,S, Miss,B,1
889,0,3,female,24,1,2,23.45,S, Miss,,4
890,1,1,male,26,0,0,30,C, Mr,C,1
891,0,3,male,32,0,0,7.75,Q, Mr,,1
892,,3,male,34.5,0,0,7.8292,Q, Mr,,1
893,,3,female,47,1,0,7,S, Mrs,,1
894,,2,male,62,0,0,9.6875,Q, Mr,,1
895,,3,male,27,0,0,8.6625,S, Mr,,1
896,,3,female,22,1,1,12.2875,S, Mrs,,2
897,,3,male,14,0,0,9.225,S, Mr,,1
898,,3,female,30,0,0,7.6292,Q, Miss,,1
899,,2,male,26,1,1,29,S, Mr,,3
900,,3,female,18,0,0,7.2292,C, Mrs,,1
901,,3,male,21,2,0,24.15,S, Mr,,3
902,,3,male,27,0,0,7.8958,S, Mr,,1
903,,1,male,46,0,0,26,S, Mr,,1
904,,1,female,23,1,0,82.2667,S, Mrs,B,2
905,,2,male,63,1,0,26,S, Mr,,2
906,,1,female,47,1,0,61.175,S, Mrs,E,2
907,,2,female,24,1,0,27.7208,C, Mrs,,2
908,,2,male,35,0,0,12.35,Q, Mr,,1
909,,3,male,21,0,0,7.225,C, Mr,,1
910,,3,female,27,1,0,7.925,S, Miss,,1
911,,3,female,45,0,0,7.225,C, Mrs,,1
912,,1,male,55,1,0,59.4,C, Mr,,2
913,,3,male,9,0,1,3.1708,S, Master,,1
914,,1,female,39,0,0,31.6833,S, Mrs,,1
915,,1,male,21,0,1,61.3792,C, Mr,,2
916,,1,female,48,1,3,262.375,C, Mrs,B,7
917,,3,male,50,1,0,14.5,S, Mr,,2
918,,1,female,22,0,1,61.9792,C, Miss,B,2
919,,3,male,22.5,0,0,7.225,C, Mr,,1
920,,1,male,41,0,0,30.5,S, Mr,A,1
921,,3,male,19,2,0,21.6792,C, Mr,,3
922,,2,male,50,1,0,26,S, Mr,,2
923,,2,male,24,2,0,31.5,S, Mr,,3
924,,3,female,33,1,2,20.575,S, Mrs,,4
925,,3,female,24,1,2,23.45,S, Mrs,,4
926,,1,male,30,1,0,57.75,C, Mr,C,2
927,,3,male,18.5,0,0,7.2292,C, Mr,,1
928,,3,female,27,0,0,8.05,S, Miss,,1
929,,3,female,21,0,0,8.6625,S, Miss,,1
930,,3,male,25,0,0,9.5,S, Mr,,1
931,,3,male,27,0,0,56.4958,S, Mr,,8
932,,3,male,39,0,1,13.4167,C, Mr,,2
933,,1,male,39,0,0,26.55,S, Mr,D,1
934,,3,male,41,0,0,7.85,S, Mr,,1
935,,2,female,30,0,0,13,S, Mrs,,1
936,,1,female,45,1,0,52.5542,S, Mrs,D,2
937,,3,male,25,0,0,7.925,S, Mr,,1
938,,1,male,45,0,0,29.7,C, Mr,A,1
939,,3,male,27,0,0,7.75,Q, Mr,,1
940,,1,female,60,0,0,76.2917,C, Mrs,D,2
941,,3,female,36,0,2,15.9,S, Mrs,,3
942,,1,male,24,1,0,60,S, Mr,C,2
943,,2,male,27,0,0,15.0333,C, Mr,,1
944,,2,female,20,2,1,23,S, Miss,,2
945,,1,female,28,3,2,263,S, Miss,C,6
946,,2,male,31,0,0,15.5792,C, Mr,,1
947,,3,male,10,4,1,29.125,Q, Master,,6
948,,3,male,35,0,0,7.8958,S, Mr,,1
949,,3,male,25,0,0,7.65,S, Mr,F,1
950,,3,male,24,1,0,16.1,S, Mr,,2
951,,1,female,36,0,0,262.375,C, Miss,B,7
952,,3,male,17,0,0,7.8958,S, Mr,,1
953,,2,male,32,0,0,13.5,S, Mr,,1
954,,3,male,18,0,0,7.75,S, Mr,,1
955,,3,female,22,0,0,7.725,Q, Miss,,1
956,,1,male,13,2,2,262.375,C, Master,B,7
957,,2,female,31,0,0,21,S, Mrs,,2
958,,3,female,18,0,0,7.8792,Q, Miss,,1
959,,1,male,47,0,0,42.4,S, Mr,,2
960,,1,male,31,0,0,28.5375,C, Mr,C,1
961,,1,female,60,1,4,263,S, Mrs,C,6
962,,3,female,24,0,0,7.75,Q, Miss,,1
963,,3,male,21,0,0,7.8958,S, Mr,,1
964,,3,female,29,0,0,7.925,S, Miss,,1
965,,1,male,28.5,0,0,27.7208,C, Mr,D,1
966,,1,female,35,0,0,211.5,C, Miss,C,5
967,,1,male,32.5,0,0,211.5,C, Mr,C,5
968,,3,male,27,0,0,8.05,S, Mr,,1
969,,1,female,55,2,0,25.7,S, Mrs,C,1
970,,2,male,30,0,0,13,S, Mr,,1
971,,3,female,24,0,0,7.75,Q, Miss,,1
972,,3,male,6,1,1,15.2458,C, Master,,3
973,,1,male,67,1,0,221.7792,S, Mr,C,4
974,,1,male,49,0,0,26,S, Mr,,1
975,,3,male,27,0,0,7.8958,S, Mr,,1
976,,2,male,31,0,0,10.7083,Q, Mr,,1
977,,3,male,24,1,0,14.4542,C, Mr,,2
978,,3,female,27,0,0,7.8792,Q, Miss,,1
979,,3,female,18,0,0,8.05,S, Miss,,1
980,,3,female,27,0,0,7.75,Q, Ms,,1
981,,2,male,2,1,1,23,S, Master,,3
982,,3,female,22,1,0,13.9,S, Mrs,,2
983,,3,male,27,0,0,7.775,S, Mr,,1
984,,1,female,27,1,2,52,S, Mrs,B,2
985,,3,male,27,0,0,8.05,S, Mr,,1
986,,1,male,25,0,0,26,C, Mr,,1
987,,3,male,25,0,0,7.7958,S, Mr,,1
988,,1,female,76,1,0,78.85,S, Mrs,C,3
989,,3,male,29,0,0,7.925,S, Mr,,1
990,,3,female,20,0,0,7.8542,S, Miss,,1
991,,3,male,33,0,0,8.05,S, Mr,,1
992,,1,female,43,1,0,55.4417,C, Mrs,C,2
993,,2,male,27,1,0,26,S, Mr,,2
994,,3,male,27,0,0,7.75,Q, Mr,,1
995,,3,male,26,0,0,7.775,S, Mr,,1
996,,3,female,16,1,1,8.5167,C, Mrs,,2
997,,3,male,28,0,0,22.525,S, Mr,,3
998,,3,male,21,0,0,7.8208,Q, Mr,,1
999,,3,male,27,0,0,7.75,Q, Mr,,1
1000,,3,male,27,0,0,8.7125,S, Mr,,1
1001,,2,male,18.5,0,0,13,S, Mr,F,1
1002,,2,male,41,0,0,15.0458,C, Mr,,1
1003,,3,female,27,0,0,7.7792,Q, Miss,,1
1004,,1,female,36,0,0,31.6792,C, Miss,A,1
1005,,3,female,18.5,0,0,7.2833,Q, Miss,,1
1006,,1,female,63,1,0,221.7792,S, Mrs,C,4
1007,,3,male,18,1,0,14.4542,C, Mr,,2
1008,,3,male,27,0,0,6.4375,C, Mr,,1
1009,,3,female,1,1,1,16.7,S, Miss,G,3
1010,,1,male,36,0,0,75.2417,C, Mr,C,2
1011,,2,female,29,1,0,26,S, Mrs,,2
1012,,2,female,12,0,0,15.75,S, Miss,,2
1013,,3,male,24,1,0,7.75,Q, Mr,,1
1014,,1,female,35,1,0,57.75,C, Mrs,C,2
1015,,3,male,28,0,0,7.25,S, Mr,,1
1016,,3,male,27,0,0,7.75,Q, Mr,,1
