PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Name,Cabin,Ticket,Ticket,Ticket
7,0,1,male,54,0,0,17463,51.8625,S,0.156673,E,,17463,
1038,,1,male,39,0,0,17463,51.8625,S,0.156673,E,,17463,
458,1,1,female,40,1,0,17464,51.8625,S,0.782,D,,17464,
1137,,1,male,41,1,0,17464,51.8625,S,0.156673,D,,17464,
797,1,1,female,49,0,0,17465,25.9292,S,0.428571,D,,17465,
863,1,1,female,48,0,0,17466,25.9292,S,0.782,D,,17466,
513,1,1,male,36,0,0,PC 17473,26.2875,S,0.156673,E,PC,17473,
691,1,1,male,31,1,0,17474,57,S,0.156673,B,,17474,
782,1,1,female,17,1,0,17474,57,S,0.782,B,,17474,
573,1,1,male,36,0,0,PC 17474,26.3875,S,0.156673,E,PC,17474,
702,1,1,male,35,0,0,PC 17475,26.2875,S,0.156673,E,PC,17475,
1036,,1,male,42,0,0,17475,26.55,S,0.156673,,,17475,
708,1,1,male,42,0,0,PC 17476,26.2875,S,0.156673,E,PC,17476,
370,1,1,female,24,0,0,PC 17477,69.3,C,1,B,PC,17477,
642,1,1,female,24,0,0,PC 17477,69.3,C,1,B,PC,17477,
711,1,1,female,24,0,0,PC 17482,49.5042,C,1,C,PC,17482,
528,0,1,male,39,0,0,PC 17483,221.7792,S,0.156673,C,PC,17483,
973,,1,male,67,1,0,PC 17483,221.7792,S,0.156673,C,PC,17483,
1006,,1,female,63,1,0,PC 17483,221.7792,S,0.782,C,PC,17483,
1048,,1,female,29,0,0,PC 17483,221.7792,S,0.697802,C,PC,17483,
600,1,1,male,49,1,0,PC 17485,56.9292,C,1,A,PC,17485,
310,1,1,female,30,0,0,PC 17485,56.9292,C,0.697802,E,PC,17485,
1004,,1,female,36,0,0,PC 17531,31.6792,C,0.697802,A,PC,17531,
119,0,1,male,24,0,1,PC 17558,247.5208,C,0.156673,B,PC,17558,
300,1,1,female,50,0,1,PC 17558,247.5208,C,0.782,B,PC,17558,
1076,,1,female,27,1,1,PC 17558,247.5208,C,0.782,B,PC,17558,
965,,1,male,28.5,0,0,PC 17562,27.7208,C,0.156673,D,PC,17562,
32,1,1,female,40,1,0,PC 17569,146.5208,C,0.782,B,PC,17569,
196,1,1,female,58,0,0,PC 17569,146.5208,C,0.697802,B,PC,17569,
1208,,1,male,57,1,0,PC 17569,146.5208,C,0.156673,B,PC,17569,
53,1,1,female,49,1,0,PC 17572,76.7292,C,0.782,D,PC,17572,
646,1,1,male,48,1,0,PC 17572,76.7292,C,0.156673,D,PC,17572,
682,1,1,male,27,0,0,PC 17572,76.7292,C,0.156673,D,PC,17572,
1223,,1,male,39,0,0,PC 17580,29.7,C,0.156673,A,PC,17580,
269,1,1,female,58,0,1,PC 17582,153.4625,S,0.782,C,PC,17582,
333,0,1,male,38,0,1,PC 17582,153.4625,S,0.156673,C,PC,17582,
610,1,1,female,40,0,0,PC 17582,153.4625,S,0.697802,C,PC,17582,
257,1,1,female,39,0,0,PC 17585,79.2,C,0.782,,PC,17585,
1219,,1,male,46,0,0,PC 17585,79.2,C,0.156673,,PC,17585,
868,0,1,male,31,0,0,PC 17590,50.4958,S,0.156673,A,PC,17590,
1058,,1,male,48,0,0,PC 17591,50.4958,C,0.156673,B,PC,17591,
854,1,1,female,16,0,1,PC 17592,39.4,S,0.697802,D,PC,17592,
1283,,1,female,51,0,1,PC 17592,39.4,S,0.782,D,PC,17592,
140,0,1,male,24,0,0,PC 17593,79.2,C,0.156673,B,PC,17593,
790,0,1,male,46,0,0,PC 17593,79.2,C,0.156673,B,PC,17593,
938,,1,male,45,0,0,PC 17594,29.7,C,0.156673,A,PC,17594,
178,0,1,female,50,0,0,PC 17595,28.7125,C,0.697802,C,PC,17595,
274,0,1,male,37,0,1,PC 17596,29.7,C,0.156673,C,PC,17596,
156,0,1,male,51,0,1,PC 17597,61.3792,C,0.156673,,PC,17597,
915,,1,male,21,0,1,PC 17597,61.3792,C,0.156673,,PC,17597,
914,,1,female,39,0,0,PC 17598,31.6833,S,0.782,,PC,17598,
2,1,1,female,38,1,0,PC 17599,71.2833,C,0.782,C,PC,17599,
1126,,1,male,39,1,0,PC 17599,71.2833,C,0.156673,C,PC,17599,
794,0,1,male,39,0,0,PC 17600,30.6958,C,0.156673,,PC,17600,
31,0,1,male,40,0,0,PC 17601,27.7208,C,0,,PC,17601,
514,1,1,female,54,1,0,PC 17603,59.4,C,0.782,,PC,17603,
912,,1,male,55,1,0,PC 17603,59.4,C,0.156673,,PC,17603,
35,0,1,male,28,1,0,PC 17604,82.1708,C,0.156673,,PC,17604,
376,1,1,female,40,1,0,PC 17604,82.1708,C,0.782,,PC,17604,
65,0,1,male,39,0,0,PC 17605,27.7208,C,0.156673,,PC,17605,
1116,,1,female,53,0,0,PC 17606,27.4458,C,0.782,,PC,17606,
1182,,1,male,39,0,0,PC 17607,39.6,S,0.156673,,PC,17607,
312,1,1,female,18,2,2,PC 17608,262.375,C,0.697802,B,PC,17608,
743,1,1,female,21,2,2,PC 17608,262.375,C,0.697802,B,PC,17608,
916,,1,female,48,1,3,PC 17608,262.375,C,0.782,B,PC,17608,
951,,1,female,36,0,0,PC 17608,262.375,C,0.697802,B,PC,17608,
956,,1,male,13,2,2,PC 17608,262.375,C,0.575,B,PC,17608,
1034,,1,male,61,1,3,PC 17608,262.375,C,0.156673,B,PC,17608,
1267,,1,female,45,0,0,PC 17608,262.375,C,0.697802,,PC,17608,
494,0,1,male,71,0,0,PC 17609,49.5042,C,0.156673,,PC,17609,
195,1,1,female,44,0,0,PC 17610,27.7208,C,0.782,B,PC,17610,
335,1,1,female,40,1,0,PC 17611,133.65,S,0.782,,PC,17611,
661,1,1,male,50,2,0,PC 17611,133.65,S,0.428571,,PC,17611,
296,0,1,male,39,0,0,PC 17612,27.7208,C,0.156673,,PC,17612,
1100,,1,female,33,0,0,PC 17613,27.7208,C,0.697802,A,PC,17613,
97,0,1,male,71,0,0,PC 17754,34.6542,C,0.156673,A,PC,17754,
680,1,1,male,36,0,1,PC 17755,512.3292,C,0.156673,B,PC,17755,
738,1,1,male,35,0,0,PC 17755,512.3292,C,0.156673,B,PC,17755,
1235,,1,female,58,0,1,PC 17755,512.3292,C,0.782,B,PC,17755,
259,1,1,female,35,0,0,PC 17755,512.3292,C,0.697802,,PC,17755,
836,1,1,female,39,1,1,PC 17756,83.1583,C,0.697802,E,PC,17756,
1071,,1,female,64,0,2,PC 17756,83.1583,C,0.782,E,PC,17756,
1073,,1,male,37,1,1,PC 17756,83.1583,C,0.156673,E,PC,17756,
701,1,1,female,18,1,0,PC 17757,227.525,C,0.782,C,PC,17757,
717,1,1,female,38,0,0,PC 17757,227.525,C,0.697802,C,PC,17757,
1094,,1,male,47,1,0,PC 17757,227.525,C,0.5,C,PC,17757,
381,1,1,female,42,0,0,PC 17757,227.525,C,0.697802,,PC,17757,
558,0,1,male,39,0,0,PC 17757,227.525,C,0.156673,,PC,17757,
308,1,1,female,17,1,0,PC 17758,108.9,C,0.782,C,PC,17758,
506,0,1,male,18,1,0,PC 17758,108.9,C,0.156673,C,PC,17758,
1306,,1,female,39,0,0,PC 17758,108.9,C,1,C,PC,17758,
98,1,1,male,23,0,1,PC 17759,63.3583,C,0.156673,D,PC,17759,
1242,,1,female,45,0,1,PC 17759,63.3583,C,0.782,D,PC,17759,
270,1,1,female,35,0,0,PC 17760,135.6333,S,0.697802,C,PC,17760,
326,1,1,female,36,0,0,PC 17760,135.6333,C,0.697802,C,PC,17760,
1206,,1,female,55,0,0,PC 17760,135.6333,C,0.782,C,PC,17760,
374,0,1,male,22,0,0,PC 17760,135.6333,C,0.156673,,PC,17760,
545,0,1,male,50,1,0,PC 17761,106.425,C,0.156673,C,PC,17761,
1131,,1,female,48,1,0,PC 17761,106.425,C,0.782,C,PC,17761,
538,1,1,female,30,0,0,PC 17761,106.425,C,0.697802,,PC,17761,
175,0,1,male,56,0,0,17764,30.6958,C,0.156673,A,,17764,
1296,,1,male,43,1,0,17765,27.7208,C,0.156673,D,,17765,
1060,,1,female,39,0,0,17770,27.7208,C,0.782,,,17770,
489,0,3,male,30,0,0,A.5. 18509,8.05,S,0.156673,,A.5.,18509,
440,0,2,male,31,0,0,C.A. 18723,10.5,S,0.156673,,C.A.,18723,
742,0,1,male,36,1,0,19877,78.85,S,0.156673,C,,19877,
988,,1,female,76,1,0,19877,78.85,S,0.782,C,,19877,
291,1,1,female,26,0,0,19877,78.85,S,0.697802,,,19877,
974,,1,male,49,0,0,19924,26,S,0.156673,,,19924,
246,0,1,male,44,2,0,19928,90,Q,0.428571,C,,19928,
413,1,1,female,33,1,0,19928,90,Q,0.697802,C,,19928,
1303,,1,female,37,1,0,19928,90,Q,0.782,C,,19928,
225,1,1,male,38,1,0,19943,90,S,0.156673,C,,19943,
487,1,1,female,35,1,0,19943,90,S,0.782,C,,19943,
56,1,1,male,39,0,0,19947,35.5,S,0.156673,C,,19947,
28,0,1,male,19,3,2,19950,263,S,0.156673,C,,19950,
89,1,1,female,23,3,2,19950,263,S,0.697802,C,,19950,
342,1,1,female,24,3,2,19950,263,S,0.697802,C,,19950,
439,0,1,male,64,1,4,19950,263,S,0.156673,C,,19950,
945,,1,female,28,3,2,19950,263,S,0.697802,C,,19950,
961,,1,female,60,1,4,19950,263,S,0.782,C,,19950,
461,1,1,male,48,0,0,19952,26.55,S,0.156673,E,,19952,
823,0,1,male,38,0,0,19972,0,S,0,,,19972,
299,1,1,male,39,0,0,19988,30.5,S,0.156673,C,,19988,
670,1,1,female,40,1,0,19996,52,S,0.782,C,,19996,
713,1,1,male,48,1,0,19996,52,S,0.156673,C,,19996,
575,0,3,male,16,0,0,A/4. 20589,8.05,S,0.156673,,A/4.,20589,
1,0,3,male,22,1,0,A/5 21171,7.25,S,0.156673,,A/5,21171,
321,0,3,male,22,0,0,A/5 21172,7.25,S,0.156673,,A/5,21172,
228,0,3,male,20.5,0,0,A/5 21173,7.25,S,0.156673,,A/5,21173,
213,0,3,male,22,0,0,A/5 21174,7.25,S,0.156673,,A/5,21174,
1177,,3,male,36,0,0,A/5 21175,7.25,S,0.156673,,A/5,21175,
904,,1,female,23,1,0,21228,82.2667,S,0.782,B,,21228,
1179,,1,male,24,1,0,21228,82.2667,S,0.156673,B,,21228,
1291,,3,male,31,0,0,21332,7.7333,Q,0.156673,,,21332,
223,0,3,male,51,0,0,21440,8.05,S,0.156673,,,21440,
46,0,3,male,27,0,0,S.C./A.4. 23567,8.05,S,0.156673,,S.C./A.4.,23567,
1039,,3,male,22,0,0,SC/A4 23568,8.05,S,0.156673,,SC/A4,23568,
905,,2,male,63,1,0,24065,26,S,0.156673,,,24065,
1105,,2,female,60,1,0,24065,26,S,0.782,,,24065,
690,1,1,female,15,0,1,24160,211.3375,S,0.697802,B,,24160,
731,1,1,female,29,0,0,24160,211.3375,S,0.697802,B,,24160,
780,1,1,female,43,0,1,24160,211.3375,S,0.782,B,,24160,
1216,,1,female,39,0,0,24160,211.3375,S,0.697802,,,24160,
34,0,2,male,66,0,0,C.A. 24579,10.5,S,0.156673,,C.A.,24579,
673,0,2,male,70,0,0,C.A. 24580,10.5,S,0.156673,,C.A.,24580,
507,1,2,female,33,0,2,26360,26,S,0.782,,,26360,
531,1,2,female,2,1,1,26360,26,S,0.697802,,,26360,
1095,,2,female,8,1,1,26360,26,S,0.697802,,,26360,
237,0,2,male,44,1,0,26707,26,S,0.156673,,,26707,
1140,,2,female,29,1,0,26707,26,S,0.782,,,26707,
631,1,1,male,80,0,0,27042,30,S,0.156673,A,,27042,
124,1,2,female,32.5,0,0,27267,13,S,0.697802,E,,27267,
388,1,2,female,36,0,0,27849,13,S,0.697802,,,27849,
1209,,2,male,19,0,0,28004,10.5,S,0.156673,,,28004,
1099,,2,male,24,0,0,28034,10.5,S,0.156673,,,28034,
1262,,2,male,21,1,0,28133,11.5,S,0.156673,,,28133,
862,0,2,male,21,1,0,28134,11.5,S,0.156673,,,28134,
813,0,2,male,35,0,0,28206,10.5,S,0.156673,,,28206,
796,0,2,male,39,0,0,28213,13,S,0.156673,,,28213,
417,1,2,female,34,1,1,28220,32.5,S,0.782,,,28220,
1086,,2,male,8,0,2,28220,32.5,S,0.575,,,28220,
1139,,2,male,42,1,1,28220,32.5,S,0.156673,,,28220,
1081,,2,male,40,0,0,28221,13,S,0.156673,,,28221,
419,0,2,male,30,0,0,28228,13,S,0.156673,,,28228,
398,0,2,male,46,0,0,28403,26,S,0.156673,,,28403,
583,0,2,male,54,0,0,28403,26,S,0.156673,,,28403,
1150,,2,female,19,0,0,28404,13,S,0.697802,,,28404,
192,0,2,male,19,0,0,28424,13,S,0.156673,,,28424,
734,0,2,male,23,0,0,28425,13,S,0.156673,,,28425,
328,1,2,female,36,0,0,28551,13,S,0.782,D,,28551,
406,0,2,male,34,1,0,28664,21,S,0.156673,,,28664,
1293,,2,male,38,1,0,28664,21,S,0.156673,,,28664,
239,0,2,male,19,0,0,28665,10.5,S,0.156673,,,28665,
1298,,2,male,23,1,0,28666,10.5,S,0.156673,,,28666,
318,0,2,male,54,0,0,29011,14,S,0.428571,,,29011,
595,0,2,male,37,1,0,SC/AH 29037,26,S,0.156673,,SC/AH,29037,
1011,,2,female,29,1,0,SC/AH 29037,26,S,0.782,,SC/AH,29037,
751,1,2,female,4,1,1,29103,23,S,0.697802,,,29103,
981,,2,male,2,1,1,29103,23,S,0.575,,,29103,
1154,,2,female,29,0,2,29103,23,S,0.782,,,29103,
530,0,2,male,23,2,1,29104,11.5,S,0.156673,,,29104,
775,1,2,female,54,1,3,29105,23,S,0.782,,,29105,
944,,2,female,20,2,1,29105,23,S,0.697802,,,29105,
408,1,2,male,3,1,1,29106,18.75,S,0.575,,,29106,
438,1,2,female,24,2,3,29106,18.75,S,0.782,,,29106,
832,1,2,male,0.83,1,1,29106,18.75,S,0.575,,,29106,
1269,,2,male,21,0,0,29107,11.5,S,0.156673,,,29107,
758,0,2,male,18,0,0,29108,11.5,S,0.156673,,,29108,
135,0,2,male,25,0,0,C.A. 29178,13,S,0.156673,,C.A.,29178,
67,1,2,female,29,0,0,C.A. 29395,10.5,S,0.782,F,C.A.,29395,
235,0,2,male,24,0,0,C.A. 29566,10.5,S,0.156673,,C.A.,29566,
671,1,2,female,40,1,1,29750,39,S,0.782,,,29750,
685,0,2,male,60,1,1,29750,39,S,0.156673,,,29750,
1067,,2,female,15,0,2,29750,39,S,0.697802,,,29750,
659,0,2,male,23,0,0,29751,13,S,0.156673,,,29751,
1207,,3,female,17,0,0,AQ/3. 30631,7.7333,Q,0.697802,,AQ/3.,30631,
1285,,2,male,47,0,0,C.A. 30769,10.5,S,0.156673,,C.A.,30769,
57,1,2,female,21,0,0,C.A. 31026,10.5,S,0.697802,,C.A.,31026,
477,0,2,male,34,1,0,31027,21,S,0.156673,,,31027,
727,1,2,female,30,3,0,31027,21,S,0.782,,,31027,
620,0,2,male,26,0,0,31028,10.5,S,0.156673,,,31028,
923,,2,male,24,2,0,C.A. 31029,31.5,S,0.156673,,C.A.,31029,
1211,,2,male,22,2,0,C.A. 31029,31.5,S,0.156673,,C.A.,31029,
1230,,2,male,25,0,0,C.A. 31029,31.5,S,0.156673,,C.A.,31029,
1090,,2,male,23,0,0,C.A. 31030,10.5,S,0.156673,,C.A.,31030,
1170,,2,male,30,1,0,CA 31352,21,S,0.156673,,CA,31352,
1254,,2,female,31,0,0,CA 31352,21,S,0.782,,CA,31352,
979,,3,female,18,0,0,A/4 31416,8.05,S,0.697802,,A/4,31416,
347,1,2,female,40,0,0,31418,13,S,0.697802,,,31418,
238,1,2,female,8,0,2,C.A. 31921,26.25,S,0.697802,,C.A.,31921,
638,0,2,male,31,1,1,C.A. 31921,26.25,S,0.156673,,C.A.,31921,
802,1,2,female,31,1,1,C.A. 31921,26.25,S,0.782,,C.A.,31921,
1111,,3,male,27,0,0,32302,8.05,S,0.156673,,,32302,
71,0,2,male,32,0,0,C.A. 33111,10.5,S,0.156673,,C.A.,33111,
146,0,2,male,19,1,1,C.A. 33112,36.75,S,0.156673,,C.A.,33112,
550,1,2,male,8,1,1,C.A. 33112,36.75,S,0.575,,C.A.,33112,
1068,,2,female,20,0,0,C.A. 33112,36.75,S,0.697802,,C.A.,33112,
1222,,2,female,48,0,2,C.A. 33112,36.75,S,0.782,,C.A.,33112,
162,1,2,female,40,0,0,C.A. 33595,15.75,S,0.782,,C.A.,33595,
1012,,2,female,12,0,0,C.A. 33595,15.75,S,0.697802,,C.A.,33595,
446,1,1,male,4,0,2,33638,81.8583,S,0.575,A,,33638,
1185,,1,male,53,1,1,33638,81.8583,S,0.428571,A,,33638,
1266,,1,female,54,1,1,33638,81.8583,S,0.782,A,,33638,
1096,,2,male,25,0,0,C.A. 34050,10.5,S,0.156673,,C.A.,34050,
884,0,2,male,28,0,0,C.A./SOTON 34068,10.5,S,0.156673,,C.A./SOTON,34068,
718,1,2,female,27,0,0,34218,10.5,S,0.697802,E,,34218,
426,0,3,male,27,0,0,A/4. 34244,7.25,S,0.156673,,A/4.,34244,
517,1,2,female,34,0,0,C.A. 34260,10.5,S,0.782,F,C.A.,34260,
1156,,2,male,30,0,0,C.A. 34644,12.7375,C,0.156673,,C.A.,34644,
59,1,2,female,5,1,2,C.A. 34651,27.75,S,0.697802,,C.A.,34651,
451,0,2,male,36,1,2,C.A. 34651,27.75,S,0.156673,,C.A.,34651,
473,1,2,female,33,1,2,C.A. 34651,27.75,S,0.782,,C.A.,34651,
1142,,2,female,0.92,1,2,C.A. 34651,27.75,S,0.697802,,C.A.,34651,
216,1,1,female,31,1,0,35273,113.275,C,0.697802,D,,35273,
394,1,1,female,23,1,0,35273,113.275,C,0.697802,D,,35273,
660,0,1,male,58,0,2,35273,113.275,C,0.156673,D,,35273,
103,0,1,male,21,0,1,35281,77.2875,S,0.156673,D,,35281,
125,0,1,male,54,0,1,35281,77.2875,S,0.156673,D,,35281,
157,1,3,female,16,0,0,35851,7.7333,Q,0.697802,,,35851,
698,1,3,female,27,0,0,35852,7.7333,Q,0.697802,,,35852,
469,0,3,male,27,0,0,36209,7.725,Q,0.156673,,,36209,
719,0,3,male,27,0,0,36568,15.5,Q,0.156673,,,36568,
1092,,3,female,27,0,0,36568,15.5,Q,0.697802,,,36568,
704,0,3,male,25,0,0,36864,7.7417,Q,0.156673,,,36864,
779,0,3,male,27,0,0,36865,7.7375,Q,0.156673,,,36865,
728,1,3,female,27,0,0,36866,7.7375,Q,0.697802,,,36866,
319,1,1,female,31,0,2,36928,164.8667,S,0.697802,C,,36928,
1292,,1,female,30,0,0,36928,164.8667,S,0.697802,C,,36928,
857,1,1,female,45,1,1,36928,164.8667,S,0.782,,,36928,
1109,,1,male,57,1,1,36928,164.8667,S,0.156673,,,36928,
497,1,1,female,54,1,0,36947,78.2667,C,0.697802,D,,36947,
592,1,1,female,52,1,0,36947,78.2667,C,0.782,D,,36947,
626,0,1,male,61,0,0,36963,32.3208,S,0.156673,D,,36963,
516,0,1,male,47,0,0,36967,34.0208,S,0.156673,D,,36967,
63,0,1,male,45,1,0,36973,83.475,S,0.156673,C,,36973,
231,1,1,female,35,1,0,36973,83.475,S,0.782,C,,36973,
349,1,3,male,3,1,1,C.A. 37671,15.9,S,0.575,,C.A.,37671,
490,1,3,male,9,1,1,C.A. 37671,15.9,S,0.575,,C.A.,37671,
941,,3,female,36,0,2,C.A. 37671,15.9,S,0.782,,C.A.,37671,
1160,,3,female,27,0,0,A. 2. 39186,8.05,S,0.697802,,A.,39186,2
52,0,3,male,21,0,0,A/4. 39886,7.8,S,0.156673,,A/4.,39886,
1147,,3,male,27,0,0,C.A. 42795,7.55,S,0.156673,,C.A.,42795,
495,0,3,male,21,0,0,A/4 45380,8.05,S,0.156673,,A/4,45380,
566,0,3,male,24,2,0,A/4 48871,24.15,S,0.156673,,A/4,48871,
812,0,3,male,39,0,0,A/4 48871,24.15,S,0.156673,,A/4,48871,
901,,3,male,21,2,0,A/4 48871,24.15,S,0.156673,,A/4,48871,
1079,,3,male,17,2,0,A/4 48873,8.05,S,0.156673,,A/4,48873,
1159,,3,male,27,0,0,C.A. 49867,7.55,S,0.156673,,C.A.,49867,
122,0,3,male,27,0,0,A4. 54510,8.05,S,0.156673,,A4.,54510,
625,0,3,male,21,0,0,54636,16.1,S,0.156673,,,54636,
736,0,3,male,28.5,0,0,54636,16.1,S,0.156673,,,54636,
452,0,3,male,24,1,0,65303,19.9667,S,0.156673,,,65303,
491,0,3,male,24,1,0,65304,19.9667,S,0.156673,,,65304,
1091,,3,female,27,0,0,65305,8.1125,S,0.782,,,65305,
445,1,3,male,27,0,0,65306,8.1125,S,0.156673,,,65306,
258,1,1,female,30,0,0,110152,86.5,S,0.697802,B,,110152,
505,1,1,female,16,0,0,110152,86.5,S,0.697802,B,,110152,
760,1,1,female,33,0,0,110152,86.5,S,1,B,,110152,
263,0,1,male,52,1,1,110413,79.65,S,0.156673,E,,110413,
559,1,1,female,39,1,1,110413,79.65,S,0.782,E,,110413,
586,1,1,female,18,0,2,110413,79.65,S,0.697802,E,,110413,
476,0,1,male,39,0,0,110465,52,S,0.156673,A,,110465,
111,0,1,male,47,0,0,110465,52,S,0.156673,C,,110465,
1227,,1,male,30,0,0,110469,26,S,0.156673,C,,110469,
1050,,1,male,42,0,0,110489,26.55,S,0.156673,D,,110489,
431,1,1,male,28,0,0,110564,26.55,S,0.156673,C,,110564,
367,1,1,female,60,1,0,110813,75.25,C,0.782,D,,110813,
1128,,1,male,64,1,0,110813,75.25,C,0.156673,D,,110813,
1083,,1,male,39,0,0,111163,26,S,0.156673,,,111163,
171,0,1,male,61,0,0,111240,33.5,S,0.156673,B,,111240,
463,0,1,male,47,0,0,111320,38.5,S,0.156673,E,,111320,
330,1,1,female,16,0,1,111361,57.9792,C,0.697802,B,,111361,
524,1,1,female,44,0,1,111361,57.9792,C,0.782,B,,111361,
890,1,1,male,26,0,0,111369,30,C,0.156673,C,,111369,
605,1,1,male,35,0,0,111426,26.55,C,0.156673,,,111426,
508,1,1,male,39,0,0,111427,26.55,S,0.156673,,,111427,
188,1,1,male,45,0,0,111428,26.55,S,0.156673,,,111428,
807,0,1,male,39,0,0,112050,0,S,0.156673,A,,112050,
1158,,1,male,39,0,0,112051,0,S,0.156673,,,112051,
634,0,1,male,39,0,0,112052,0,S,0.156673,,,112052,
888,1,1,female,19,0,0,112053,30,S,0.697802,B,,112053,
816,0,1,male,39,0,0,112058,0,S,0.156673,B,,112058,
1264,,1,male,49,0,0,112058,0,S,0.156673,B,,112058,
264,0,1,male,40,0,0,112059,0,S,0.156673,B,,112059,
210,1,1,male,40,0,0,112277,31,C,0.156673,A,,112277,
1132,,1,female,55,0,0,112377,27.7208,C,0.782,,,112377,
1260,,1,female,45,0,1,112378,59.4,C,0.782,,,112378,
1294,,1,female,22,0,1,112378,59.4,C,0.697802,,,112378,
767,0,1,male,39,0,0,112379,39.6,C,0.428571,,,112379,
1197,,1,female,64,1,1,112901,26.55,S,0.782,B,,112901,
712,0,1,male,39,0,0,113028,26.55,S,0.156673,C,,113028,
1107,,1,male,42,0,0,113038,42.5,S,0.156673,B,,113038,
332,0,1,male,45.5,0,0,113043,28.5,S,0.156673,C,,113043,
1247,,1,male,50,0,0,113044,26,S,0.156673,E,,113044,
537,0,1,male,45,0,0,113050,26.55,S,0.5,B,,113050,
453,0,1,male,30,0,0,113051,27.75,C,0.156673,C,,113051,
920,,1,male,41,0,0,113054,30.5,S,0.156673,A,,113054,
858,1,1,male,51,0,0,113055,26.55,S,0.156673,E,,113055,
285,0,1,male,39,0,0,113056,26,S,0.156673,A,,113056,
84,0,1,male,28,0,0,113059,47.1,S,0.156673,,,113059,
1295,,1,male,17,0,0,113059,47.1,S,0.156673,,,113059,
783,0,1,male,29,0,0,113501,30,S,0.156673,D,,113501,
378,0,1,male,27,0,2,113503,211.5,C,0.156673,C,,113503,
966,,1,female,35,0,0,113503,211.5,C,0.697802,C,,113503,
967,,1,male,32.5,0,0,113503,211.5,C,0.156673,C,,113503,
1110,,1,female,50,1,1,113503,211.5,C,0.782,C,,113503,
1299,,1,male,50,1,1,113503,211.5,C,0.156673,C,,113503,
167,1,1,female,39,0,1,113505,55,S,0.782,E,,113505,
357,1,1,female,22,0,1,113505,55,S,0.697802,E,,113505,
55,0,1,male,65,0,1,113509,61.9792,C,0.156673,B,,113509,
918,,1,female,22,0,1,113509,61.9792,C,0.697802,B,,113509,
352,0,1,male,39,0,0,113510,35,S,0.156673,C,,113510,
253,0,1,male,62,0,0,113514,26.55,S,0.156673,C,,113514,
62,1,1,female,38,0,0,113572,80,S,0.697802,B,,113572,
830,1,1,female,62,0,0,113572,80,S,0.782,B,,113572,
391,1,1,male,36,1,2,113760,120,S,0.156673,B,,113760,
436,1,1,female,14,1,2,113760,120,S,0.697802,B,,113760,
764,1,1,female,36,1,2,113760,120,S,0.782,B,,113760,
803,1,1,male,11,1,2,113760,120,S,0.575,B,,113760,
186,0,1,male,39,0,0,113767,50,S,0.156673,A,,113767,
749,0,1,male,19,1,0,113773,53.1,S,0.156673,D,,113773,
1074,,1,female,18,1,0,113773,53.1,S,0.782,D,,113773,
152,1,1,female,22,1,0,113776,66.6,S,0.782,C,,113776,
337,0,1,male,29,1,0,113776,66.6,S,0.156673,C,,113776,
933,,1,male,39,0,0,113778,26.55,S,0.156673,D,,113778,
1023,,1,male,53,0,0,113780,28.5,C,0.5,C,,113780,
298,0,1,female,2,1,2,113781,151.55,S,0.697802,C,,113781,
306,1,1,male,0.92,1,2,113781,151.55,S,0.575,C,,113781,
499,0,1,female,25,1,2,113781,151.55,S,0.782,C,,113781,
1198,,1,male,30,1,2,113781,151.55,S,0.156673,C,,113781,
709,1,1,female,22,0,0,113781,151.55,S,0.697802,,,113781,
1033,,1,female,33,0,0,113781,151.55,S,0.697802,,,113781,
12,1,1,female,58,0,0,113783,26.55,S,0.697802,C,,113783,
340,0,1,male,45,0,0,113784,35.5,S,0.156673,T,,113784,
450,1,1,male,52,0,0,113786,30.5,S,0.5,C,,113786,
493,0,1,male,55,0,0,113787,30.5,S,0.156673,C,,113787,
24,1,1,male,28,0,0,113788,35.5,S,0.156673,A,,113788,
36,0,1,male,42,1,0,113789,52,S,0.156673,,,113789,
384,1,1,female,35,1,0,113789,52,S,0.782,,,113789,
1215,,1,male,33,0,0,113790,26.55,S,0.156673,,,113790,
1040,,1,male,39,0,0,113791,26.55,S,0.156673,,,113791,
468,0,1,male,56,0,0,113792,26.55,S,0.156673,,,113792,
448,1,1,male,34,0,0,113794,26.55,S,0.156673,,,113794,
1123,,1,female,21,0,0,113795,26.55,S,0.697802,,,113795,
603,0,1,male,39,0,0,113796,42.4,S,0.156673,,,113796,
959,,1,male,47,0,0,113796,42.4,S,0.156673,,,113796,
271,0,1,male,39,0,0,113798,31,S,0.156673,,,113798,
843,1,1,female,30,0,0,113798,31,C,0.697802,,,113798,
695,0,1,male,60,0,0,113800,26.55,S,0.5,,,113800,
1190,,1,male,30,0,0,113801,45.5,S,0.156673,,,113801,
4,1,1,female,35,1,0,113803,53.1,S,0.782,C,,113803,
138,0,1,male,37,1,0,113803,53.1,S,0.156673,C,,113803,
608,1,1,male,27,0,0,113804,30.5,S,0.156673,,,113804,
725,1,1,male,27,1,0,113806,53.1,S,0.156673,E,,113806,
810,1,1,female,33,1,0,113806,53.1,S,0.782,E,,113806,
556,0,1,male,62,0,0,113807,26.55,S,0.156673,,,113807,
1020,,2,male,42,0,0,211535,13,S,0.156673,,,211535,
887,0,2,male,27,0,0,211536,13,S,0,,,211536,
563,0,2,male,28,0,0,218629,13.5,S,0.156673,,,218629,
